0.005058,-1
0.006872,-2
0.005134,-3
0.004038,-3
0.006006,-4
0.005018,-6
0.004984,-5
0.004855,-5
0.005090,-5
0.004867,-7
0.005146,-7
0.007016,-7
0.005027,-7
0.004984,-6
0.005120,-8
0.003719,-5
0.004142,-6
0.005034,-6
0.003849,-9
0.004183,-1
0.003905,-12
0.004041,-4
0.004959,-7
0.004022,-11
0.003867,-5
0.004151,-8
0.003978,-7
0.004029,-12
0.005016,-11
0.004957,-11
0.005024,-12
0.005152,-12
0.004846,-15
0.005958,-13
0.003872,-14
0.004174,-17
0.004056,-7
0.003951,-11
0.005000,-23
0.006970,-24
0.004881,-17
0.004139,-17
0.005909,-23
0.004071,-18
0.004951,-21
0.004051,-9
0.004858,-33
0.004126,-16
0.004076,-23
0.003926,-16
0.004042,-24
0.004974,-24
0.004860,-25
0.005142,-31
0.004009,-24
0.005002,-25
0.004941,-24
0.005092,-31
0.005959,-29
0.004011,-17
0.005992,-33
0.004850,-22
0.005149,-20
0.005010,-18
0.003977,-22
0.005020,-13
0.003888,-15
0.004315,-14
0.004767,-12
0.004971,-12
0.005067,-11
0.003972,-12
0.004040,-6
0.003989,-8
0.004005,-3
0.004962,-8
0.004025,-5
0.004931,-4
0.004952,-4
0.005149,-4
0.004989,-2
0.005946,-2
0.018033,1
0.006041,2
0.004965,2
0.004973,4
0.005986,5
0.004890,5
0.005184,7
0.004837,5
0.005139,10
0.003999,11
0.003999,4
0.003991,10
0.004019,7
0.003949,14
0.004026,5
0.005977,18
0.005039,13
0.005004,13
0.005946,21
0.005052,15
0.004892,15
0.005102,18
0.004951,12
0.004022,19
0.005047,16
0.004944,21
0.003873,12
0.004196,13
0.004833,21
0.004965,17
0.004155,22
0.004012,8
0.006979,25
0.003891,13
0.005156,22
0.004946,21
0.004021,16
0.004026,12
0.003839,12
0.004112,15
0.003980,11
0.004073,15
0.003855,14
0.005089,17
0.003983,6
0.004015,15
0.004062,5
0.003958,11
0.003977,7
0.004000,10
0.004028,6
0.004981,7
0.004995,7
0.004049,4
0.003949,4
0.003909,3
0.005090,3
0.022020,-2
0.004015,-1
0.004981,-3
0.004015,-4
0.004031,-2
0.003943,-4
0.003994,-4
0.004019,-6
0.003969,-3
0.004037,-6
0.004019,-4
0.004975,-7
0.003876,-8
0.005147,-5
0.003956,-8
0.004049,-7
0.004982,-8
0.005012,-12
0.005972,-9
0.005038,-14
0.004969,-14
0.004031,-9
0.004944,-13
0.004089,-11
0.003791,-18
0.004155,-12
0.005000,-16
0.006012,-17
0.004819,-26
0.005162,-17
0.005006,-18
0.004014,-23
0.003960,-9
0.004035,-18
0.005972,-24
0.004023,-20
0.007068,-29
0.003905,-20
0.004033,-14
0.003829,-20
0.005162,-18
0.004923,-24
0.005053,-17
0.005010,-17
0.003918,-13
0.003992,-12
0.005118,-20
0.005957,-21
0.004025,-9
0.004985,-12
0.004038,-11
0.004996,-11
0.003850,-5
0.004149,-4
0.003959,-3
0.003873,-4
0.006184,-2
0.008011,1
0.004866,1
0.006059,2
0.004016,1
0.005016,4
0.003967,3
0.003916,5
0.004109,8
0.004002,4
0.003900,11
0.004070,4
0.004023,13
0.003986,5
0.005922,14
0.005123,15
0.004986,12
0.004899,13
0.004080,17
0.004006,11
0.005006,14
0.004037,14
0.004965,15
0.005061,18
0.003937,12
0.004005,11
0.003982,15
0.004047,12
0.005850,23
0.005120,15
0.005015,18
0.005970,17
0.004997,14
0.004880,10
0.005111,19
0.005036,13
0.004998,14
0.004969,10
0.005088,10
0.004792,10
0.004029,4
0.005083,6
0.005086,3
0.015848,-1
0.003950,-3
0.004016,-1
0.005129,-4
0.004987,-5
0.004863,-8
0.005138,-11
0.004005,-6
0.004979,-11
0.003996,-12
0.004045,-13
0.006053,-18
0.004912,-15
0.005064,-20
0.004982,-17
0.003952,-17
0.004023,-13
0.003996,-17
0.005008,-17
0.004988,-17
0.005024,-21
0.004016,-13
0.003959,-11
0.005028,-18
0.004997,-12
0.004973,-13
0.004012,-6
0.007019,-9
0.004866,-4
0.017137,3
0.004950,5
0.004014,6
0.005002,7
0.004020,10
0.004964,10
0.005054,12
0.004845,13
0.005006,21
0.004194,6
0.005024,19
0.003792,15
0.005113,19
0.006049,16
0.003992,13
0.004828,21
0.004982,16
0.004121,12
0.004075,16
0.004820,19
0.004139,15
0.003966,11
0.003934,11
0.005100,15
0.005012,14
0.004983,10
0.004898,8
0.005106,6
0.004866,5
0.005160,2
0.006997,-1
0.004873,-2
0.006147,-3
0.003976,-4
0.006045,-7
0.003950,-11
0.004006,-5
0.003876,-11
0.004130,-12
0.004885,-11
0.006117,-26
0.003972,-8
0.005012,-21
0.005002,-17
0.004009,-23
0.004002,-8
0.003992,-13
0.003973,-22
0.004007,-12
0.004899,-20
0.005122,-14
0.003991,-13
0.005003,-7
0.003844,-9
0.005148,-7
0.003991,-5
0.007021,-4
0.007846,1
0.005115,2
0.006022,3
0.004956,5
0.004099,4
0.003976,8
0.004000,6
0.003941,8
0.004915,10
0.003948,7
0.004146,11
0.003987,11
0.004077,6
0.004966,14
0.004972,15
0.004010,12
0.007073,16
0.004924,12
0.006007,18
0.005015,12
0.003065,10
0.004885,14
0.005056,11
0.006018,14
0.004966,13
0.005019,8
0.003992,6
0.004014,6
0.004817,8
0.005127,7
0.004026,4
0.006879,4
0.016163,-1
0.004946,-3
0.004954,-3
0.005159,-7
0.003916,-4
0.004050,-5
0.004909,-12
0.004019,-7
0.004984,-13
0.005004,-12
0.005058,-16
0.004929,-11
0.005010,-17
0.004025,-11
0.005063,-18
0.004924,-15
0.006033,-20
0.005025,-21
0.004929,-20
0.004914,-16
0.006153,-15
0.004929,-24
0.005100,-12
0.003900,-20
0.005021,-21
0.003988,-7
0.004027,-16
0.005099,-16
0.003751,-16
0.004997,-16
0.004184,-17
0.004951,-16
0.003992,-13
0.003895,-17
0.003977,-13
0.004152,-22
0.004837,-17
0.005188,-17
0.004982,-23
0.004015,-13
0.003948,-17
0.004018,-9
0.003845,-17
0.004180,-23
0.005025,-17
0.003968,-14
0.005966,-22
0.004994,-18
0.003993,-13
0.005045,-27
0.004935,-18
0.005058,-17
0.003962,-18
0.004081,-14
0.004949,-17
0.002885,-14
0.005969,-23
0.005176,-23
0.003947,-14
0.005038,-23
0.003958,-14
0.005043,-23
0.004992,-18
0.004881,-17
0.003119,-13
0.006027,-23
0.003964,-17
0.005857,-17
0.005181,-22
0.004966,-21
0.005001,-16
0.003994,-16
0.005010,-15
0.004028,-12
0.003988,-14
0.004889,-15
0.004981,-16
0.005093,-13
0.005033,-15
0.004828,-11
0.004177,-9
0.007017,-13
0.004943,-7
0.003890,-5
0.006008,-8
0.005159,-3
0.004938,-2
0.011030,1
0.005017,1
0.005994,3
0.003987,2
0.004836,2
0.005175,5
0.003971,3
0.004998,6
0.005034,6
0.004829,8
0.005179,7
0.005980,12
0.004995,13
0.004020,11
0.003973,6
0.005012,16
0.005082,18
0.004834,15
0.002930,8
0.006204,22
0.003911,23
0.005056,19
0.003948,14
0.007048,31
0.004001,21
0.004956,26
0.005903,22
0.005145,26
0.004964,27
0.003860,16
0.005132,22
0.004035,23
0.004949,22
0.004932,28
0.004011,17
0.004064,17
0.003011,17
0.004996,28
0.004014,17
0.005004,23
0.005030,28
0.005972,23
0.004022,22
0.004956,28
0.004902,27
0.004141,16
0.003966,22
0.004006,15
0.003876,15
0.004135,21
0.003981,14
0.003993,19
0.003982,14
0.005019,18
0.004020,18
0.004994,22
0.004003,16
0.004040,8
0.004864,21
0.005129,18
0.006020,14
0.004164,14
0.002761,10
0.005043,15
0.003951,8
0.004953,10
0.004063,8
0.004076,7
0.003908,5
0.004025,5
0.003871,3
0.005127,3
0.004002,2
0.010001,-1
0.004018,-1
0.004904,-3
0.003989,-2
0.005099,-6
0.003983,-4
0.004022,-5
0.002875,-7
0.006107,-9
0.004997,-11
0.003995,-15
0.004000,-9
0.005907,-18
0.004093,-16
0.004998,-17
0.004025,-8
0.004992,-28
0.004019,-15
0.004968,-27
0.003988,-16
0.005007,-29
0.003052,-18
0.004957,-26
0.004981,-26
0.006018,-27
0.004979,-42
0.003897,-21
0.004029,-28
0.006145,-36
0.004952,-35
0.003859,-21
0.004166,-21
0.004991,-32
0.004001,-18
0.003972,-18
0.006028,-33
0.003997,-14
0.005016,-22
0.004958,-14
0.003912,-12
0.003966,-7
0.005158,-6
0.006031,-5
0.013958,3
0.004985,4
0.004963,5
0.004032,6
0.005036,11
0.004978,8
0.004020,11
0.004033,12
0.004859,12
0.005098,14
0.005901,19
0.004960,21
0.003992,13
0.004141,13
0.005039,19
0.004972,25
0.004985,26
0.004995,22
0.003000,23
0.005875,23
0.004167,25
0.004933,24
0.005029,25
0.003982,18
0.005033,31
0.003975,25
0.005023,23
0.003971,23
0.003974,17
0.004014,16
0.004997,27
0.006061,26
0.004947,24
0.005052,18
0.005040,22
0.003952,7
0.004973,19
0.007051,23
0.003945,5
0.003859,13
0.005048,7
0.004118,6
0.004980,5
0.006037,2
0.007971,-1
0.007041,-3
0.004819,-3
0.004001,-2
0.005219,-5
0.005004,-8
0.004939,-6
0.003871,-9
0.004073,-11
0.005058,-15
0.004892,-14
0.003067,-11
0.006022,-16
0.003975,-22
0.004036,-8
0.004818,-29
0.004156,-15
0.004042,-16
0.003981,-23
0.004958,-23
0.004093,-24
0.004925,-24
0.005036,-32
0.004893,-25
0.005059,-31
0.004049,-20
0.004978,-31
0.005009,-24
0.004867,-24
0.004109,-16
0.006017,-33
0.005986,-25
0.003021,-13
0.005973,-21
0.003993,-11
0.005059,-13
0.003793,-14
0.005155,-7
0.004988,-5
0.004912,-5
0.011108,-1
0.005038,1
0.005947,4
0.004070,3
0.003938,6
0.004053,8
0.003961,5
0.004977,17
0.005032,14
0.006025,19
0.004996,21
0.005002,18
0.003942,14
0.004036,19
0.003998,16
0.004022,22
0.005995,27
0.004998,23
0.004856,24
0.004125,24
0.004011,24
0.004988,29
0.003012,12
0.005001,24
0.004994,29
0.002852,11
0.006148,27
0.004010,22
0.005058,19
0.005953,28
0.005959,17
0.005041,24
0.004979,14
0.005011,16
0.004993,8
0.003000,7
0.006015,11
0.005981,8
0.004013,4
0.006965,4
0.007905,-1
0.004972,-1
0.004117,-1
0.003047,-2
0.004874,-3
0.005087,-6
0.005031,-5
0.003949,-5
0.003930,-6
0.004094,-8
0.004027,-8
0.006818,-16
0.005151,-11
0.005986,-16
0.005008,-16
0.004906,-18
0.004090,-7
0.005094,-20
0.003789,-17
0.004103,-13
0.002984,-13
0.005064,-24
0.005983,-25
0.003977,-16
0.005078,-21
0.003955,-22
0.003964,-22
0.005049,-22
0.003866,-23
0.005085,-23
0.005016,-27
0.003003,-12
0.005874,-28
0.004158,-23
0.004837,-23
0.003113,-17
0.005012,-23
0.006098,-28
0.004928,-29
0.004990,-23
0.004030,-29
0.004974,-17
0.004012,-17
0.005009,-23
0.003960,-28
0.006014,-23
0.005003,-28
0.003832,-22
0.003183,-15
0.004980,-22
0.005008,-21
0.004875,-20
0.004083,-20
0.005056,-20
0.004998,-23
0.003009,-9
0.004961,-22
0.004896,-17
0.003008,-12
0.005114,-16
0.005026,-18
0.003989,-12
0.003941,-11
0.004884,-17
0.004166,-9
0.003828,-13
0.004153,-12
0.004002,-7
0.004021,-8
0.003986,-7
0.004851,-13
0.005125,-6
0.005037,-8
0.003996,-4
0.002957,-3
0.004889,-5
0.004141,-1
0.004010,-2
0.007866,1
0.006168,1
0.003929,1
0.003056,1
0.006858,4
0.004123,3
0.006018,6
0.004033,3
0.004824,6
0.003004,7
0.005141,8
0.003994,6
0.004965,13
0.004999,11
0.004997,14
0.006999,19
0.004026,10
0.002905,11
0.005096,10
0.005002,18
0.004991,19
0.004973,15
0.002884,12
0.005144,17
0.002963,12
0.005014,17
0.004900,22
0.004987,23
0.004176,8
0.004961,24
0.003004,8
0.006954,29
0.003003,19
0.006070,19
0.003795,21
0.004185,15
0.002998,21
0.006022,26
0.003990,21
0.004973,21
0.004992,19
0.002893,15
0.006110,21
0.004030,19
0.004976,24
0.005011,18
0.006033,22
0.002925,17
0.005973,15
0.003888,16
0.005136,14
0.004040,11
0.007006,16
0.004969,17
0.004010,8
0.003880,10
0.004132,10
0.004991,8
0.004866,11
0.006112,7
0.003991,5
0.003891,6
0.004122,3
0.005047,4
0.002973,3
0.004987,2
0.003926,2
0.004100,1
0.012983,-1
0.010888,-1
0.005184,-3
0.003921,-2
0.003992,-4
0.002985,-4
0.005018,-6
0.004864,-9
0.004152,-5
0.004986,-12
0.005069,-11
0.004833,-14
0.005122,-13
0.004012,-9
0.004991,-17
0.005009,-14
0.002938,-11
0.005066,-16
0.005944,-24
0.005030,-16
0.004995,-16
0.007006,-25
0.005016,-22
0.003974,-7
0.005041,-22
0.004901,-21
0.005053,-16
0.003027,-12
0.004996,-15
0.004847,-15
0.004982,-18
0.004136,-11
0.004887,-16
0.006163,-13
0.005016,-16
0.003974,-7
0.004965,-7
0.004035,-5
0.003830,-5
0.004051,-4
0.007083,-3
0.002979,1
0.007882,1
0.007195,3
0.004938,5
0.004038,5
0.003027,6
0.004947,8
0.005000,11
0.003016,8
0.004987,16
0.004885,13
0.003978,6
0.005162,22
0.004965,12
0.005000,24
0.005998,15
0.004009,17
0.003053,12
0.005839,22
0.005166,21
0.004983,17
0.004860,16
0.003123,12
0.005973,15
0.005011,19
0.005014,18
0.005015,13
0.002984,11
0.005996,13
0.004068,12
0.002977,12
0.004854,12
0.002985,4
0.006135,13
0.004997,8
0.005046,7
0.004832,10
0.005112,5
0.004983,4
0.006010,3
0.008000,3
0.019018,-2
0.006961,-3
0.003069,-3
0.004963,-4
0.006034,-8
0.004975,-12
0.004835,-8
0.004035,-5
0.004128,-14
0.006022,-14
0.003959,-9
0.004041,-11
0.003938,-13
0.004004,-15
0.004064,-11
0.003010,-16
0.005974,-15
0.003803,-12
0.005174,-21
0.004008,-12
0.005025,-21
0.002828,-12
0.005132,-16
0.005001,-20
0.005871,-20
0.007017,-17
0.004122,-13
0.005004,-13
0.004009,-12
0.004848,-13
0.005118,-8
0.004046,-6
0.002932,-6
0.007053,-7
0.002999,-4
0.004988,-2
0.004832,-2
0.091182,-2
0.006970,-1
